,Company,rating,reviews,place,company type,old
116,UnitedHealth,4.1,(3.7k Reviews),"Minnetonka,Minnesota + 11 more",Private,45 years old
117,Aditya Birla Fas...,4.3,(2.6k Reviews),Mumbai + 178 more,Private,7 years old
118,Dominos Pizza,4.2,(2.2k Reviews),"Ypsilanti,Michigan + 188 more",Public,62 years old
119,Megha Engineerin...,4.2,(2.2k Reviews),"Hyderabad/Secunderabad,Telangana + 158 more",Private,33 years old
120,SBI Cards & Paym...,3.9,(2.2k Reviews),"Gurgaon/Gurugram,Haryana + 211 more",Public,24 years old
121,Fullerton India,4.2,(2.2k Reviews),Mumbai + 363 more,Private,15 years old
122,Manappuram Finan...,4.0,(2.8k Reviews),"Thrissur/Trichur,Kerala + 339 more",Public,73 years old
123,BNY Mellon,4.1,(2.1k Reviews),"New York City,New York + 8 more",Private,18 years old
124,Omega Healthcare,3.7,(2.1k Reviews),Florida + 23 more,Private,18 years old
125,Cgi Group,4.2,(2.2k Reviews),"Montreal,Quebec + 12 more",Private,31 years old
126,Nagarjuna Constr...,4.1,(2.2k Reviews),"Hyderabad/Secunderabad,Telangana + 161 more",Public,24 years old
127,Quess,3.9,(6.7k Reviews),Bangalore + 267 more,Public,15 years old
128,Royal Enfield,4.2,(2.1k Reviews),"Gurgaon/Gurugram,Haryana + 211 more",Private,67 years old
129,JBM Group,4.1,(2.5k Reviews),"Gurgaon/Gurugram,Haryana + 69 more",Public,39 years old
130,State Bank of In...,4.0,(2k Reviews),216 years old,"Mumbai,Maharashtra + 293 more",1 Lakh+ Employees (India)
131,Tata Communicati...,4.1,(2.7k Reviews),"Mumbai,Maharashtra + 86 more",Public,36 years old
132,IQVIA,4.2,(2k Reviews),"Durham,North Carolina + 36 more",Partnership,40 years old
133,Muthoot Fincorp,4.0,(2k Reviews),"Trivandrum/Thiruvananthapuram,Kerala + 378 more",Private,135 years old
134,ICICI Lombard Ge...,3.8,(2k Reviews),"Mumbai,Maharashtra + 182 more",Public,21 years old
135,Motherson Sumi S...,3.9,(3.2k Reviews),"Noida,Uttar Pradesh + 58 more",Public,36 years old
136,D Mart,4.0,(2k Reviews),"Mumbai,Maharashtra + 132 more",Private,22 years old
137,CBRE,4.3,(2k Reviews),"Los Angeles,California + 47 more",Private,116 years old
138,Sodexo,4.1,(2.1k Reviews),Issy Les Moulineaux + 103 more,Private,14 years old
139,Flex,4.1,(2k Reviews),San Jose + 33 more,Private,53 years old
140,LG Electronics,4.0,(2k Reviews),"Seoul,Seoul + 173 more",Public,64 years old
141,Equitas Small Fi...,4.1,(1.9k Reviews),"Chennai,Tamil Nadu + 264 more",Private,15 years old
142,L&T Financial Se...,4.0,(1.9k Reviews),"Mumbai,Maharashtra + 355 more",Public,28 years old
143,Muthoot Group,3.6,(4k Reviews),"Wedel,Schleswig-holstein + 308 more",Public,135 years old
144,Hetero Drugs,4.0,(2.2k Reviews),"Hyderabad/Secunderabad,Telangana + 31 more",Private,29 years old
145,John Deere,4.3,(2.1k Reviews),"Moline,Illinois + 84 more",Private,21 years old
146,Simplex Infrastr...,3.7,(2.1k Reviews),"Kolkata,West Bengal + 118 more",Public,98 years old
147,Wipro Enterprise...,3.8,(1.9k Reviews),77 years old,Bangalore + 63 more,1 Lakh+ Employees (India)
148,Bajaj Auto,4.1,(5.2k Reviews),"Pune,Maharashtra + 186 more",Public,77 years old
149,Ford Motor,4.5,(2.2k Reviews),"Dearborn,Michigan + 96 more",Public,119 years old
150,Hindustan Coca C...,4.4,(1.9k Reviews),Bangalore + 153 more,Private,25 years old
151,Abbott Healthcar...,4.1,(3.1k Reviews),"Illinois City,Illinois + 133 more",Public,31 years old
152,Arvind Group,4.1,(2.1k Reviews),"Ahmedabad,Gujrat + 127 more",Public,91 years old
153,Amdocs,4.1,(1.9k Reviews),"Chesterfield,Missouri + 11 more",Private,40 years old
154,Subros,4.0,(1.9k Reviews),"Noida,Uttar Pradesh + 31 more",Public,37 years old
155,Alembic Pharmace...,4.1,(1.9k Reviews),"Vadodara/Baroda,Gujrat + 110 more",Public,115 years old
156,Ecom Express,4.2,(1.9k Reviews),"Gurgaon,Haryana + 411 more",Private,10 years old
157,Gati kwe,4.1,(1.9k Reviews),"Hyderabad/Secunderabad,Telangana + 141 more",Private,10 years old
158,SBI Life Insuran...,3.8,(1.8k Reviews),"Mumbai,Maharashtra + 382 more",Public,21 years old
159,Whitehat jr,3.9,(1.8k Reviews),4 years old,"Mumbai,Maharashtra + 43 more",5k-10k Employees (India)
160,UST,4.0,(2k Reviews),"Aliso Viejo,California + 31 more",Private,21 years old
161,L&T Construction,4.0,(2k Reviews),Chennai + 214 more,Public,78 years old
162,Bosch Global Sof...,4.2,(1.8k Reviews),Gerlingen + 17 more,Private,32 years old
163,Shoppers Stop,4.3,(1.9k Reviews),"Mumbai,Maharashtra + 53 more",Public,31 years old
164,Cholamandalam In...,4.3,(1.8k Reviews),"Chennai,Tamil Nadu + 422 more",Private,44 years old
165,KEC Internationa...,4.2,(1.8k Reviews),"Mumbai,Maharashtra + 178 more",Public,77 years old
166,Indiamart Interm...,3.8,(1.8k Reviews),"Noida,Uttar Pradesh + 90 more",Private,26 years old
167,Cummins,4.4,(1.8k Reviews),60 years old,"Columbus,Indiana + 74 more",10k-50k Employees (India)
168,Schneider Electr...,4.2,(3.3k Reviews),Paris + 61 more,Private,23 years old
169,Indian Air Force,4.6,(1.8k Reviews),"New Delhi,Delhi + 93 more",Private,90 years old
170,McDonald's,4.3,(1.8k Reviews),"Chicago,Illinois + 110 more",Private,67 years old
171,NatWest Group,4.1,(1.8k Reviews),10k-50k Employees (India),Chennai + 16 more,
172,Thermax,4.3,(2k Reviews),"Pune,Maharashtra + 104 more",Public,42 years old
173,Suzlon Group,4.2,(1.8k Reviews),"Pune,Maharashtra + 75 more",Public,27 years old
174,Lava Internation...,4.1,(1.7k Reviews),"Noida,Uttar Pradesh + 195 more",Public,13 years old
175,Intas Pharmaceut...,4.3,(1.8k Reviews),"Ahmedabad,Gujrat + 89 more",Private,22 years old
176,Varun Beverages,4.0,(1.7k Reviews),"Gurgaon/Gurugram,Haryana + 168 more",Public,27 years old
177,VE Commercial Ve...,4.1,(1.7k Reviews),"Gurgaon/Gurugram,Haryana + 97 more",Private,14 years old
178,BigBasket,4.2,(1.8k Reviews),"Bangalore,Karnataka + 64 more",Private,11 years old
179,DTDC Express,4.0,(1.7k Reviews),"Bangalore/Bengaluru,Karnataka + 177 more",Private,32 years old
180,CMS IT Services,3.1,(1.7k Reviews),"Bangalore,Karnataka + 109 more",Private,8 years old
181,Atos,3.8,(5.8k Reviews),"Vilnius,Vilniaus Apskritis + 29 more",Private,25 years old
182,ABB Group,4.1,(1.7k Reviews),Zurich + 81 more,Public,21 years old
183,GlobalLogic,4.0,(1.7k Reviews),"San Jose,California + 21 more",Private,22 years old
184,Bel,4.2,(1.7k Reviews),"Bangalore/Bengaluru,Karnataka + 27 more",Private,68 years old
185,Tata Teleservice...,4.2,(1.7k Reviews),"Mumbai,Maharashtra + 153 more",Public,26 years old
186,Macleods Pharmac...,4.0,(1.7k Reviews),"Mumbai,Maharashtra + 69 more",Public,36 years old
187,Glenmark Pharmac...,4.2,(1.7k Reviews),"Mumbai,Maharashtra + 98 more",Public,45 years old
188,Muthoot Finance,3.6,(1.7k Reviews),83 years old,"Kochi/Cochin,Kerala + 338 more",10k-50k Employees (India)
189,Honda Motorcycle...,4.1,(1.7k Reviews),"Gurgaon/Gurugram,Haryana + 144 more",Private,23 years old
190,Alkem Laboratori...,4.1,(1.6k Reviews),"Mumbai,Maharashtra + 108 more",Public,49 years old
191,Reliance Nippon ...,3.9,(1.6k Reviews),"Mumbai,Maharashtra + 359 more",Private,22 years old
192,American Express,4.4,(1.8k Reviews),"New York City,New York + 33 more",Private,172 years old
193,Ipca Laboratorie...,4.1,(1.6k Reviews),"Mumbai,Maharashtra + 92 more",Public,73 years old
194,Indian Oil Corpo...,4.4,(1.8k Reviews),"Delhi/NCR,Delhi + 162 more",Private,63 years old
195,Standard Charter...,4.2,(3.8k Reviews),London + 56 more,Private,53 years old
196,Bajaj Electrical...,4.1,(1.6k Reviews),"Mumbai,Maharashtra + 154 more",Public,84 years old
197,Havells,4.2,(1.8k Reviews),"Noida,Uttar Pradesh + 107 more",Public,39 years old
198,Future Retail,4.2,(4.1k Reviews),"San Francisco,California + 175 more",Public,35 years old
199,DCB Bank,3.9,(1.6k Reviews),"Mumbai,Maharashtra + 211 more",Private,92 years old
200,Deutsche Bank,4.2,(1.6k Reviews),Frankfurt + 29 more,Private,152 years old
201,Titan Company,4.4,(1.6k Reviews),"Mumbai,Maharashtra + 113 more",Public,4 years old
202,State Street Syn...,3.8,(1.6k Reviews),Mumbai + 11 more,Private,18 years old
203,Randstad,4.2,(1.6k Reviews),"Chennai,Tamil Nadu + 181 more",Private,30 years old
204,Pidilite Industr...,4.3,(1.7k Reviews),"Mumbai,Maharashtra + 158 more",Public,63 years old
205,Swiggy,4.2,(1.6k Reviews),"Bangalore,Karnataka + 117 more",Private,8 years old
206,PepsiCo,4.1,(1.6k Reviews),"Harrison,New York + 189 more",Private,33 years old
207,Virtusa Consulti...,3.7,(1.6k Reviews),"Southborough,Massachusetts + 20 more",Private,26 years old
208,Tractors and Far...,4.2,(1.6k Reviews),"Chennai,Tamil Nadu + 123 more",Public,62 years old
209,Hindalco Industr...,4.2,(1.6k Reviews),"Mumbai,Maharashtra + 58 more",Public,64 years old
210,Huawei Technolog...,3.8,(1.6k Reviews),"Gurgaon/Gurugram,Haryana + 83 more",Private,20 years old
211,24/7 Customer,3.6,(1.5k Reviews),"San Jose,California + 16 more",Private,22 years old
212,Torrent Pharmace...,4.1,(1.5k Reviews),"Ahmedabad,Gujrat + 83 more",Public,51 years old
213,Rivigo,3.9,(1.5k Reviews),"Gurgaon,Haryana + 138 more",Private,8 years old
214,Radisson Hotels,3.9,(1.6k Reviews),"Minnetonka,Minnesota + 86 more",Private,113 years old
215,Jindal Steel and...,4.0,(1.8k Reviews),"Delhi/NCR,New Delhi + 82 more",Private,70 years old
216,Team Lease,4.1,(1.5k Reviews),"Bangalore/Bengaluru,Karnataka + 162 more",Public,6 years old
217,MRF Tyres,3.7,(1.6k Reviews),"Chennai,Tamil Nadu + 155 more",Public,76 years old
218,ACC,4.1,(1.6k Reviews),"Mumbai,Maharashtra + 154 more",Public,86 years old
219,Capita,3.8,(1.5k Reviews),"Indore,Madhya Pradesh + 15 more",Private,17 years old
220,Vishal Mega Mart,4.0,(1.5k Reviews),"Ahmedabad,Gujrat + 213 more",Private,14 years old
221,Maersk,4.3,(1.5k Reviews),Copenhagen + 18 more,Private,118 years old
222,KPIT Technologie...,3.5,(1.5k Reviews),"Pune,Maharashtra + 21 more",Public,32 years old
223,RSPL Group,4.0,(1.5k Reviews),"Mumbai,Maharashtra + 123 more",Private,35 years old
224,Optum,4.1,(1.5k Reviews),"Noida,Uttar Pradesh + 17 more",Private,13 years old
225,Conduent,3.6,(1.5k Reviews),"Florham Park,New Jersey + 16 more",Private,5 years old
226,Patanjali Ayurve...,4.0,(1.5k Reviews),"Haridwar,Uttarakhand + 205 more",Private,16 years old
227,Dilip Buildcon,4.1,(1.5k Reviews),"Bhopal,Madhya Pradesh + 127 more",Public,35 years old
228,Ceat Tyres,4.2,(1.5k Reviews),"Mumbai,Maharashtra + 86 more",Public,64 years old
229,Dabur,4.2,(1.4k Reviews),"Ghaziabad,Uttar Pradesh + 167 more",Public,138 years old
230,Apollo Tyres,4.3,(1.4k Reviews),"Gurgaon/Gurugram,Haryana + 126 more",Public,50 years old
231,HCL Infosystems,3.9,(1.4k Reviews),"Noida,Uttar Pradesh + 96 more",Public,46 years old
232,Eureka Forbes,4.0,(1.4k Reviews),"Mumbai,Maharashtra + 140 more",Private,40 years old
233,Landmark Group,4.3,(4.2k Reviews),"Dubai Marina,Dubai + 97 more",Private,49 years old
234,Fortis Healthcar...,4.0,(1.4k Reviews),"Gurgaon/Gurugram,Haryana + 51 more",Public,26 years old
235,RBL Bank,3.8,(1.4k Reviews),"Mumbai,Maharashtra + 166 more",Public,79 years old
236,PNB MetLife,3.7,(1.4k Reviews),"Mumbai,Maharashtra + 216 more",Private,21 years old
237,Tata AIA Life In...,4.0,(1.4k Reviews),"Mumbai,Maharashtra + 178 more",Private,21 years old
238,Lifestyle,4.3,(1.4k Reviews),"Bangalore/Bengaluru,Karnataka + 81 more",Private,8 years old
239,Ola Cabs,3.8,(1.8k Reviews),Bangalore + 78 more,Private,12 years old
240,Kotak Mahindara ...,3.9,(1.4k Reviews),21 years old,"Mumbai,Maharashtra + 148 more",5k-10k Employees (India)
241,Pfizer,4.1,(1.9k Reviews),"Chennai,Tamil Nadu + 89 more",Public,18 years old
242,Max Healthcare,4.2,(1.5k Reviews),"Delhi/NCR,New Delhi + 48 more",Partnership,21 years old
243,L&T Technology S...,3.4,(1.4k Reviews),10 years old,"Vadodara/Baroda,Gujarat + 18 more",10k-50k Employees (India)
244,Life Insurance C...,4.3,(1.4k Reviews),Mumbai + 325 more,Private,66 years old
245,Bank of America,4.4,(2.4k Reviews),Charlotte + 27 more,Private,24 years old
246,G4S,4.2,(1.4k Reviews),"Gurgaon/Gurugram,Haryana + 94 more",Private,26 years old
247,Ekart Logistics,4.2,(1.4k Reviews),"San Francisco,California + 333 more",Private,13 years old
248,ITC Infotech In...,3.7,(1.4k Reviews),"Bangalore/Bengaluru,Karnataka + 36 more",Private,22 years old
249,Biocon Biologics...,4.0,(1.4k Reviews),"Bangalore/Bengaluru,Karnataka + 54 more",Public,44 years old
250,Escorts Group,4.2,(1.5k Reviews),"Faridabad,Haryana + 87 more",Public,62 years old
251,Nestle,4.1,(1.5k Reviews),Vevey + 162 more,Public,63 years old
252,Blue Dart Expres...,4.2,(1.4k Reviews),"Mumbai,Maharashtra + 167 more",Public,39 years old
253,JK Cement,4.2,(1.3k Reviews),"Gurgaon/Gurugram,Haryana + 171 more",Public,48 years old
254,DHFL,4.6,(1.3k Reviews),"Mumbai,Maharashtra + 187 more",Public,38 years old
255,Suzuki,4.1,(6.4k Reviews),"Vadodara/Baroda,Gujarat + 119 more",Private,8 years old
256,CARS24.com,3.9,(1.3k Reviews),"Gurgaon,Haryana + 113 more",Private,7 years old
257,NIIT Technologie...,3.4,(1.3k Reviews),"Noida,Uttar Pradesh + 75 more",Public,18 years old
258,GeBBS Healthcare...,3.8,(1.3k Reviews),"Culver City,California + 10 more",Private,17 years old
259,Delhi Public Sch...,3.9,(1.3k Reviews),"Greater Noida,Uttar Pradesh + 194 more",Public,24 years old
260,HDFC Ergo Genera...,4.0,(1.3k Reviews),"Mumbai,Maharashtra + 146 more",Public,20 years old
261,Berger Paints,3.8,(1.4k Reviews),"Kolkata,West Bengal + 163 more",Public,99 years old
262,Aakash Institute,3.6,(1.5k Reviews),"New Delhi,Delhi + 126 more",Private,34 years old
263,Voltas,4.1,(1.4k Reviews),"Mumbai,Maharashtra + 126 more",Public,68 years old
264,BHEL,4.3,(1.3k Reviews),"Bangalore/Bengaluru,Karnataka + 79 more",Private,58 years old
265,Raymond,4.0,(1.5k Reviews),"Thane,Maharashtra + 99 more",Public,97 years old
266,AFCONS Infrastru...,4.4,(1.3k Reviews),"Mumbai,Maharashtra + 63 more",Partnership,63 years old
267,Mankind Pharma,4.1,(1.4k Reviews),"New Delhi,Delhi + 130 more",Private,27 years old
268,Utkarsh Small Fi...,4.0,(1.3k Reviews),"Varanasi,Uttar Pradesh + 182 more",Public,13 years old
269,Fiserv,3.9,(1.3k Reviews),"Brookfield,Wisconsin + 26 more",Private,51 years old
270,Tata AIG General...,4.2,(1.3k Reviews),"Mumbai,Maharashtra + 165 more",Private,22 years old
271,Reliance Digital,4.3,(1.3k Reviews),"Mumbai,Maharashtra + 194 more",Private,15 years old
272,JMC Projects,4.3,(1.3k Reviews),"Mumbai,Maharashtra + 83 more",Public,40 years old
273,PolicyBazaar,3.7,(1.3k Reviews),"Gurgaon,Haryana + 21 more",Private,14 years old
274,I Process Servic...,4.0,(1.3k Reviews),"Mumbai,Maharashtra + 184 more",Private,17 years old
275,Poonawalla Finco...,4.1,(1.6k Reviews),"Mumbai,Maharashtra + 236 more",Public,34 years old
276,PVR Cinemas,4.4,(1.3k Reviews),Gurgaon + 85 more,Public,25 years old
277,Aditya Birla Gro...,4.2,(12.1k Reviews),165 years old,"Mumbai,Maharashtra + 174 more",1 Lakh+ Employees (India)
278,Birla Sun Life I...,4.2,(1.2k Reviews),22 years old,"Mumbai,Maharashtra + 256 more",10k-50k Employees (India)
279,Sapient Corporat...,3.9,(1.4k Reviews),"New York,New York + 14 more",Private,32 years old
280,café Coffee day,4.1,(1.2k Reviews),"Bengaluru,Karnataka + 76 more",Private,26 years old
281,Cogent E Service...,3.4,(1.2k Reviews),"Noida,Uttar Pradesh + 22 more",Private,18 years old
282,IndiGo,3.7,(1.2k Reviews),"Boston,Massachusetts + 64 more",Private,17 years old
283,Exide Industries,3.7,(2.5k Reviews),"Kolkata,West Bengal + 154 more",Public,75 years old
284,Honda,4.1,(2.9k Reviews),"Greater Noida,Uttar Pradesh + 155 more",Private,37 years old
285,Bhushan Power & ...,4.0,(1.2k Reviews),"Delhi/NCR,New Delhi + 46 more",Private,52 years old
286,KocharTech,4.4,(1.2k Reviews),"Gurgaon/Gurugram,Haryana + 19 more",Private,27 years old
287,R.R. Donnelley,4.1,(1.2k Reviews),"Chicago,Illinois + 8 more",Private,158 years old
288,Renault-Nissan,4.1,(1.3k Reviews),12 years old,"Chennai,Tamil Nadu + 56 more",5k-10k Employees (India)
289,ACT Fibernet,4.1,(1.2k Reviews),"Daegu,Daegu + 31 more",Private,22 years old
290,Micro Labs,3.8,(1.2k Reviews),"Bangalore/Bengaluru,Karnataka + 90 more",Private,49 years old
291,Aarti Industries,4.2,(1.2k Reviews),"Mumbai,Maharashtra + 29 more",Public,47 years old
292,The Himalaya Dru...,4.2,(1.2k Reviews),"San Francisco,California + 135 more",Private,92 years old
293,ADP Solutions,4.2,(1.2k Reviews),"Roseland,Louisiana + 10 more",Public,73 years old
294,Sterling & Wilso...,4.1,(1.2k Reviews),"Mumbai,Maharashtra + 63 more",Private,95 years old
295,Emcure Pharmaceu...,4.0,(1.3k Reviews),Pune + 77 more,Private,41 years old
296,Big Bazaar,4.2,(1.2k Reviews),"Mumbai,Maharashtra + 147 more",Private,21 years old
297,Ajanta Pharma,3.9,(1.2k Reviews),"Mumbai,Maharashtra + 81 more",Public,49 years old
298,Cholamandalam MS...,4.0,(1.2k Reviews),"Chennai,Tamil Nadu + 251 more",JV,21 years old
299,Exide Life Insur...,3.7,(1.2k Reviews),"Bangalore/Bengaluru,Karnataka + 178 more",Private,21 years old
300,Blue Star,4.1,(1.2k Reviews),"Mumbai,Maharashtra + 98 more",Public,79 years old
301,Access Healthcar...,4.1,(1.2k Reviews),"Dallas,Texas + 14 more",Private,11 years old
302,TVS Sundram Fast...,3.9,(1.2k Reviews),"Chennai,Tamil Nadu + 34 more",Public,56 years old
303,Zensar Technolog...,3.8,(1.2k Reviews),"Pune,Maharashtra + 14 more",Public,31 years old
304,Britannia,4.2,(1.2k Reviews),"Reading,Reading + 152 more",Public,130 years old
305,Indian Navy,4.6,(1.2k Reviews),"Delhi/NCR,Delhi + 53 more",Private,72 years old
306,Walmart,4.2,(10.1k Reviews),"Bangalore/Bengaluru,Karnataka + 65 more",Private,13 years old
307,Mahindra Holiday...,3.7,(1.2k Reviews),"Chennai,Tamil Nadu + 83 more",Private,26 years old
308,United Phosphoru...,4.3,(1.2k Reviews),"Mumbai,Maharashtra + 103 more",Public,53 years old
309,Sonalika Tractor...,3.9,(1.2k Reviews),"Hoshiarpur,Punjab + 110 more",Private,53 years old
310,R1 RCM,3.9,(1.2k Reviews),"Chicago,Illinois + 12 more",Private,19 years old
311,InterGlobe Techn...,3.6,(1.2k Reviews),"Gurgaon/Gurugram,Haryana + 28 more",Public,24 years old
312,HDFC Sales,4.1,(1.1k Reviews),"Mumbai,Maharashtra + 205 more",Private,18 years old
313,Shahi Exports,4.1,(1.1k Reviews),"Faridabad,Haryana + 47 more",Private,48 years old
314,Statestreet HCL ...,3.4,(1.1k Reviews),New Delhi + 10 more,Private,10 years old
315,Force Motors,3.4,(1.1k Reviews),"Pune,Maharashtra + 69 more",Public,64 years old
316,Dalmia Bharat Ce...,4.0,(1.2k Reviews),"Delhi/NCR,New Delhi + 122 more",Public,87 years old
317,Ambuja Cements,4.0,(1.1k Reviews),"Mumbai,Maharashtra + 149 more",Public,39 years old
318,Persistent Syste...,4.1,(1.1k Reviews),"Pune,Maharashtra + 6 more",Public,32 years old
319,Thomson Reuters,4.3,(1.2k Reviews),Toronto + 17 more,Private,28 years old
320,Brakes India,4.2,(1.1k Reviews),60 years old,"Chennai,Tamil Nadu + 52 more",1k-5k Employees (India)
321,Indiabulls,3.8,(3.6k Reviews),"Gurgaon/Gurugram,Haryana + 136 more",Public,22 years old
322,Tata Technologie...,3.5,(1.1k Reviews),Singapore + 29 more,Private,33 years old
323,Wockhardt,4.1,(1.5k Reviews),"Mumbai,Maharashtra + 66 more",Public,23 years old
324,Mahindra Rural H...,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 260 more",Public,15 years old
325,3i Infotech,3.7,(1.1k Reviews),"Mumbai,Maharashtra + 79 more",Public,29 years old
326,Adani Power,4.1,(1.3k Reviews),"Ahmedabad,Gujrat + 76 more",Public,16 years old
327,Hyatt Regency,4.3,(1.1k Reviews),"New Delhi,Delhi + 38 more",Private,42 years old
328,GE,4.2,(1.9k Reviews),"Boston,Massachusetts + 50 more",Private,130 years old
329,Sobha,4.0,(1.1k Reviews),"Bangalore/Bengaluru,Karnataka + 31 more",Public,27 years old
330,AGS Health,4.1,(1.1k Reviews),"Chennai,Tamil Nadu + 19 more",Private,11 years old
331,Amara Raja Group,4.2,(1.4k Reviews),"Bangalore/Bengaluru,Karnataka + 69 more",Public,37 years old
332,JK Tyres,3.9,(1.1k Reviews),New Delhi + 103 more,Private,71 years old
333,Karvy Data Manag...,3.5,(1.1k Reviews),"Hyderabad/Secunderabad,Telangana + 84 more",Private,14 years old
334,Lenskart,3.0,(1.1k Reviews),"Delhi,NCT + 89 more",Private,12 years old
335,GVK Emergency Ma...,3.8,(1.1k Reviews),17 years old,"Hyderabad/Secunderabad,Telangana + 94 more",10k-50k Employees (India)
336,Tata Motors Fina...,4.3,(1.1k Reviews),"Mumbai,Maharashtra + 190 more",Private,65 years old
337,Shree Cement,4.3,(1.1k Reviews),"Kolkata,West Bengal + 126 more",Public,43 years old
338,Whirlpool,4.2,(1.1k Reviews),"Gurgaon/Gurugram,Haryana + 107 more",Public,20 years old
339,Parle Agro,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 126 more",Private,38 years old
340,Yamaha Motor,3.9,(1.2k Reviews),"Iwata,Shizuoka + 96 more",Private,15 years old
341,Jet Airways,4.6,(1.1k Reviews),"Mumbai,Maharashtra + 47 more",Public,29 years old
342,Birlasoft,3.8,(1.1k Reviews),"Pune,Maharashtra + 20 more",Public,27 years old
343,UNO Minda,4.1,(1.1k Reviews),64 years old,Gurgaon + 51 more,1k-5k Employees (India)
344,Indus Towers,4.1,(1.1k Reviews),"Gurgaon,Haryana + 92 more",Private,15 years old
345,V-mart,4.4,(1.1k Reviews),"Gurgaon/Gurugram,Haryana + 176 more",Public,20 years old
346,Crompton Greaves,3.9,(1.1k Reviews),"Mumbai,Maharashtra + 80 more",Public,85 years old
347,Delphi TVS,4.0,(1k Reviews),"Kanchipuram,Tamil Nadu + 21 more",Private,33 years old
348,Johnson Controls,4.0,(1.7k Reviews),Cork + 50 more,Public,27 years old
349,Gabriel India,4.4,(1k Reviews),"Pune,Maharashtra + 32 more",Public,61 years old
